TelegramFileName,Type,Topic,SeriesName,SequenceInSeries,SubTopic,Serial,OriginalAuthor,Location/Online,Sheikh,DateInArabic,DateInGreg,DayOfWeek,ClipLength,Category,MatchedBy,doubtsStatus
كلمة_لابن_عقيل_عن_النجمي_رحمه_الله.mp3,Unknown,Not Available,Not Available,33,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.01.2026,Thursday,01:32,Other,Unmatched,Could not match to any series
Not Available,Unknown,Not Available,Not Available,34,ونحوها ، وقد قال الله تعالى : ( وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا ) (,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,Not Available,Other,Unmatched,Could not match to any series
ÇáÔíÎ ÍÓä Èä ãÍãÏ ãäÕæÑ ÏÛÑíÑí – ÝÖá ÇáÚáã æãäÒáÉ Ãåáå,Unknown,Not Available,Not Available,35,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Sunday,32:54,Other,Unmatched,Could not match to any series
Not Available,Unknown,Not Available,Not Available,36,Not Available,الافنان,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Sunday,Not Available,Other,Unmatched,Could not match to any series
Not Available,Unknown,Not Available,Not Available,37,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Sunday,Not Available,Other,Unmatched,Could not match to any series
4_5996911497937164203.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,1,التوحيد,الأول  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,08.10.2025,Wednesday,14:48,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
4_5996911497937164379.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,2,التوحيد,الثاني  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.10.2025,Thursday,11:47,Aqeedah,Manual-style (2),"Day mismatch: Thursday (expected: Sunday, Tuesday)"
Mp3 Editor_251009191509.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,3,التوحيد,الثالث  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.10.2025,Thursday,12:41,Aqeedah,Manual-style (2),"Day mismatch: Thursday (expected: Sunday, Tuesday)"
Mp3 Editor_251010203747.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,4,التوحيد,الرابع  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,10.10.2025,Friday,14:43,Aqeedah,Manual-style (2),"Day mismatch: Friday (expected: Sunday, Tuesday)"
Mp3 Editor_251013233321.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,5,التوحيد,الخامس  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,14.10.2025,Tuesday,10:35,Aqeedah,Manual-style (2),none
Mp3 Editor_251015104410.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,6,التوحيد,السادس  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.10.2025,Wednesday,12:05,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
Mp3 Editor_251015105458.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,7,التوحيد,السابع  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.10.2025,Wednesday,14:05,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
Mp3 Editor_251015223832.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,8,التوحيد,الثامن بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,16.10.2025,Thursday,06:59,Aqeedah,Manual-style (2),"Day mismatch: Thursday (expected: Sunday, Tuesday)"
Mp3 Editor_251017120729.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,9,التوحيد,التاسع بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,06:47,Aqeedah,Manual-style (2),"Day mismatch: Friday (expected: Sunday, Tuesday)"
Mp3 Editor_251017153618.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,10,التوحيد,العاشر بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,09:22,Aqeedah,Manual-style (2),"Day mismatch: Friday (expected: Sunday, Tuesday)"
Mp3 Editor_251017170123.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,11,التوحيد,الحادي عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,07:50,Aqeedah,Manual-style (2),"Day mismatch: Friday (expected: Sunday, Tuesday)"
Mp3 Editor_251022061746.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,12,التوحيد,الثاني عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.10.2025,Wednesday,18:26,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
Mp3 Editor_251026022439.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,13,التوحيد,الثالث عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,09:45,Aqeedah,Manual-style (2),none
AUD-20251029-WA0002.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,14,التوحيد,الرابع عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,29.10.2025,Wednesday,16:22,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
Ringtone_AUD-20251029-WA0006.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,15,التوحيد,الخامس عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,29.10.2025,Wednesday,07:22,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
Mp3 Editor_251127124005.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,16,التوحيد,السادس عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,27.11.2025,Thursday,09:15,Aqeedah,Manual-style (2),"Day mismatch: Thursday (expected: Sunday, Tuesday)"
Mp3 Editor_251129225126.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,17,التوحيد,السابع عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,30.11.2025,Sunday,10:17,Aqeedah,Manual-style (2),none
Mp3 Editor_251201223831.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,18,التوحيد,الثامن عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,10:46,Aqeedah,Manual-style (2),none
Mp3 Editor_251202160312.mp3,Series,Not Available,الملخص شرح كتاب التوحيد,19,التوحيد,التاسع عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,06:58,Aqeedah,Manual-style (2),none
AUD-20251208-WA0006.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,20,التوحيد,العشرون بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,08.12.2025,Monday,08:14,Aqeedah,Manual-style (2),"Day mismatch: Monday (expected: Sunday, Tuesday)"
AUD-20251208-WA0009.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,21,التوحيد,الواحد والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,11:28,Aqeedah,Manual-style (2),none
AUD-20251208-WA0010.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,22,التوحيد,الثاني والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,13:54,Aqeedah,Manual-style (2),none
AUD-20251212-WA0000.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,23,التوحيد,الخامس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,12.12.2025,Friday,17:02,Aqeedah,Manual-style (2),"Day mismatch: Friday (expected: Sunday, Tuesday)"
AUD-20251217-WA0001.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,24,التوحيد,السادس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.12.2025,Thursday,14:17,Aqeedah,Manual-style (2),"Day mismatch: Thursday (expected: Sunday, Tuesday)"
AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,25,التوحيد,الثامن والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,12:04,Aqeedah,Manual-style (2),"Day mismatch: Monday (expected: Sunday, Tuesday)"
AUDIO-2025-12-22-17-22-12.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,26,التوحيد,السابع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,19:35,Aqeedah,Manual-style (2),"Day mismatch: Monday (expected: Sunday, Tuesday)"
AUDIO-2025-12-24-17-02-49.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,27,التوحيد,التاسع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Wednesday,08:16,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
AUDIO-2025-12-28-19-47-31.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,28,التوحيد,الثلاثون بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,09:14,Aqeedah,Manual-style (2),none
AUDIO-2025-12-30-18-50-52.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,29,التوحيد,واحد و,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,31.12.2025,Wednesday,11:27,Aqeedah,Manual-style (2),"Day mismatch: Wednesday (expected: Sunday, Tuesday)"
Not Available,Series,Not Available,الملخص شرح كتاب التوحيد,30,والسنة ؛ ومن ذلكم ما يلي:,Not Available,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.01.2026,Sunday,Not Available,Aqeedah,Manual-style (2),none
AUDIO-2026-01-18-20-41-26.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,31,التوحيد,الثاني والثلاثون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,13:35,Aqeedah,Manual-style (2),"Day mismatch: Monday (expected: Sunday, Tuesday)"
4_5999163297750849130.mp3,Series,Not Available,الملخص الفقهي,1,Not Available,الأول  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.10.2025,Thursday,11:05,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
Mp3 Editor_251010051137.mp3,Series,Not Available,الملخص الفقهي,2,Not Available,الثاني  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,10.10.2025,Friday,10:03,Fiqh,Manual-style (3),"Day mismatch: Friday (expected: Monday, Wednesday)"
4_5999204516551989829.mp3,Series,Not Available,الملخص الفقهي,3,Not Available,الثالث  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,10.10.2025,Friday,12:42,Fiqh,Manual-style (3),"Day mismatch: Friday (expected: Monday, Wednesday)"
Mp3 Editor_251010204311.mp3,Series,Not Available,الملخص الفقهي,4,Not Available,الرابع  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,10.10.2025,Friday,11:58,Fiqh,Manual-style (3),"Day mismatch: Friday (expected: Monday, Wednesday)"
Mp3 Editor_251013233847.mp3,Series,Not Available,الملخص الفقهي,5,Not Available,الخامس  بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,14.10.2025,Tuesday,15:41,Fiqh,Manual-style (3),"Day mismatch: Tuesday (expected: Monday, Wednesday)"
Mp3 Editor_251015105923.mp3,Series,Not Available,الملخص الفقهي,6,Not Available,السادس بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.10.2025,Wednesday,08:34,Fiqh,Manual-style (3),none
Mp3 Editor_251015222016.mp3,Series,Not Available,الملخص الفقهي,7,Not Available,السابع بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,16.10.2025,Thursday,13:12,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
Mp3 Editor_251015225547.mp3,Series,Not Available,الملخص الفقهي,8,Not Available,الثامن بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,16.10.2025,Thursday,09:58,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
Mp3 Editor_251017121802.mp3,Series,Not Available,الملخص الفقهي,9,Not Available,التاسع بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,08:25,Fiqh,Manual-style (3),"Day mismatch: Friday (expected: Monday, Wednesday)"
Mp3 Editor_251017153959.mp3,Series,Not Available,الملخص الفقهي,10,Not Available,العاشر بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,05:16,Fiqh,Manual-style (3),"Day mismatch: Friday (expected: Monday, Wednesday)"
Mp3 Editor_251017170646.mp3,Series,Not Available,الملخص الفقهي,11,Not Available,الحادي عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,08:37,Fiqh,Manual-style (3),"Day mismatch: Friday (expected: Monday, Wednesday)"
Mp3 Editor_251026021742.mp3,Series,Not Available,الملخص الفقهي,12,Not Available,الثاني عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,11:02,Fiqh,Manual-style (3),"Day mismatch: Sunday (expected: Monday, Wednesday)"
Mp3 Editor_251026023758.mp3,Series,Not Available,الملخص الفقهي,13,Not Available,الثالث عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,10:56,Fiqh,Manual-style (3),"Day mismatch: Sunday (expected: Monday, Wednesday)"
AUD-20251029-WA0004.m4a,Series,Not Available,الملخص الفقهي,14,Not Available,الرابع عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,29.10.2025,Wednesday,05:56,Fiqh,Manual-style (3),none
Not Available,Series,Not Available,الملخص الفقهي,15,Not Available,Not Available,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,29.10.2025,Wednesday,Not Available,Fiqh,Manual-style (3),none
AUD-20251104-WA0000.m4a,Series,Not Available,الملخص الفقهي,16,Not Available,الخامس عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,04.11.2025,Tuesday,15:18,Fiqh,Manual-style (3),"Day mismatch: Tuesday (expected: Monday, Wednesday)"
Mp3 Editor_251127133423.mp3,Series,Not Available,الملخص الفقهي,17,Not Available,السادس عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,27.11.2025,Thursday,12:43,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
Mp3 Editor_251201224432.mp3,Series,Not Available,الملخص الفقهي,18,Not Available,الثامن عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,11:25,Fiqh,Manual-style (3),"Day mismatch: Tuesday (expected: Monday, Wednesday)"
Mp3 Editor_251208211500 (1).mp3,Series,Not Available,الملخص الفقهي,19,Not Available,العشرون بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,08.12.2025,Monday,12:09,Fiqh,Manual-style (3),none
Mp3 Editor_251208225109.mp3,Series,Not Available,الملخص الفقهي,20,Not Available,الواحد والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,12:00,Fiqh,Manual-style (3),"Day mismatch: Tuesday (expected: Monday, Wednesday)"
Mp3 Editor_251208230041.mp3,Series,Not Available,الملخص الفقهي,21,Not Available,الثاني والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,09.12.2025,Tuesday,22:07,Fiqh,Manual-style (3),"Day mismatch: Tuesday (expected: Monday, Wednesday)"
AUD-20251211-WA0003.m4a,Series,Not Available,الملخص الفقهي,22,Not Available,السابع عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.12.2025,Thursday,12:52,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
AUD-20251211-WA0007.m4a,Series,Not Available,الملخص الفقهي,23,Not Available,التاسع عشر,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.12.2025,Thursday,13:20,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
Ringtone_AUD-20251211-WA0008.mp3,Series,Not Available,الملخص الفقهي,24,الصلاة ( ١ ),الثالث والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.12.2025,Thursday,09:07,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
AUD-20251217-WA0002.m4a,Series,Not Available,الملخص الفقهي,25,الصلاة ( ٢ ),الرابع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.12.2025,Thursday,16:01,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
AUD-20251217-WA0003.m4a,Series,Not Available,الملخص الفقهي,26,الصلاة ( ٣ ),الخامس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.12.2025,Thursday,16:37,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
AUDIO-2025-12-22-17-25-03.m4a,Series,Not Available,الملخص الفقهي,27,الصلاة ( ٤ ),السادس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,10:17,Fiqh,Manual-style (3),none
AUDIO-2025-12-24-17-02-41.m4a,Series,Not Available,الملخص الفقهي,28,الصلاة (٥ ),السادس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Wednesday,19:29,Fiqh,Manual-style (3),none
AUDIO-2025-12-29-20-19-23.m4a,Series,Not Available,الملخص الفقهي,29,الصلاة (٦ ),السابع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,30.12.2025,Tuesday,10:29,Fiqh,Manual-style (3),"Day mismatch: Tuesday (expected: Monday, Wednesday)"
AUDIO-2025-12-31-17-11-22.m4a,Series,Not Available,الملخص الفقهي,30,الصلاة (٧ ),الثامن والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,01.01.2026,Thursday,19:26,Fiqh,Manual-style (3),"Day mismatch: Thursday (expected: Monday, Wednesday)"
AUDIO-2026-01-19-18-59-14.m4a,Series,Not Available,الملخص الفقهي,31,الصلاة (٨ ),التاسع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,17:21,Fiqh,Manual-style (3),none
4_5996911497937164265.mp3,Series,Not Available,الأفنان الندية,1,الربا -,العاشر عن,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,08.10.2025,Wednesday,18:36,Fiqh,Manual-style (4),"Day mismatch: Wednesday (expected: Sunday, Monday)"
Mp3 Editor_251010204807.mp3,Series,Not Available,الأفنان الندية,2,الربا -,الحادي عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,10.10.2025,Friday,23:24,Fiqh,Manual-style (4),"Day mismatch: Friday (expected: Sunday, Monday)"
Mp3 Editor_251010205658.mp3,Series,Not Available,الأفنان الندية,3,الربا والقرض -,الثاني عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,10.10.2025,Friday,10:37,Fiqh,Manual-style (4),"Day mismatch: Friday (expected: Sunday, Monday)"
Mp3 Editor_251013232558.mp3,Series,Not Available,الأفنان الندية,4,السلم والقرض -,الثالث عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,14.10.2025,Tuesday,13:02,Fiqh,Manual-style (4),"Day mismatch: Tuesday (expected: Sunday, Monday)"
AUD-20251012-WA0011.m4a,Series,Not Available,الأفنان الندية,5,السلم والقرض -,الرابع عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,15.10.2025,Wednesday,23:00,Fiqh,Manual-style (4),"Day mismatch: Wednesday (expected: Sunday, Monday)"
Mp3 Editor_251015224410.mp3,Series,Not Available,الأفنان الندية,6,الكتابة والإشهاد والرهن في المعاملة -,الخامس عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,16.10.2025,Thursday,14:15,Fiqh,Manual-style (4),"Day mismatch: Thursday (expected: Sunday, Monday)"
Mp3 Editor_251015230010.mp3,Series,Not Available,الأفنان الندية,7,الرهن -,السادس عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,16.10.2025,Thursday,13:16,Fiqh,Manual-style (4),"Day mismatch: Thursday (expected: Sunday, Monday)"
AUD-20251012-WA0037.m4a,Series,Not Available,الأفنان الندية,8,الحوالة والضمان -,السابع عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,17.10.2025,Friday,16:31,Fiqh,Manual-style (4),"Day mismatch: Friday (expected: Sunday, Monday)"
AUD-20251026-WA0007.m4a,Series,Not Available,الأفنان الندية,9,البيوع,الثامن عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,09:33,Fiqh,Manual-style (4),none
AUD-20251021-WA0026.m4a,Series,Not Available,الأفنان الندية,10,البيوع,التاسع عشر,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,17:12,Fiqh,Manual-style (4),none
AUD-20251021-WA0036.m4a,Series,Not Available,الأفنان الندية,11,البيوع,العشرون عن,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,26.10.2025,Sunday,18:56,Fiqh,Manual-style (4),none
AUD-20251029-WA0000.m4a,Series,Not Available,الأفنان الندية,12,البيوع,الواحد والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,29.10.2025,Wednesday,25:02,Fiqh,Manual-style (4),"Day mismatch: Wednesday (expected: Sunday, Monday)"
AUD-20251127-WA0003.m4a,Series,Not Available,الأفنان الندية,13,البيوع,الثاني والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,27.11.2025,Thursday,12:14,Fiqh,Manual-style (4),"Day mismatch: Thursday (expected: Sunday, Monday)"
AUD-20251129-WA0010.m4a,Series,Not Available,الأفنان الندية,14,البيوع,الثالث والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,30.11.2025,Sunday,26:07,Fiqh,Manual-style (4),none
AUD-20251202-WA0007.m4a,Series,Not Available,الأفنان الندية,15,البيوع,السادس والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,02.12.2025,Tuesday,24:15,Fiqh,Manual-style (4),"Day mismatch: Tuesday (expected: Sunday, Monday)"
AUD-20251204-WA0005.m4a,Series,Not Available,الأفنان الندية,16,البيوع,السابع والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,08.12.2025,Monday,16:12,Fiqh,Manual-style (4),none
AUD-20250901-WA0001.m4a,Series,Not Available,الأفنان الندية,17,الربا -,الثامن عن,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,27:52,Fiqh,Manual-style (4),"Day mismatch: Saturday (expected: Sunday, Monday)"
AUD-20251213-WA0002.m4a,Series,Not Available,الأفنان الندية,18,الربا -,التاسع عن,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,31:29,Fiqh,Manual-style (4),"Day mismatch: Saturday (expected: Sunday, Monday)"
AUD-20251213-WA0003.m4a,Series,Not Available,الأفنان الندية,19,الربا -,الرابع والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,14:21,Fiqh,Manual-style (4),"Day mismatch: Saturday (expected: Sunday, Monday)"
AUD-20251213-WA0005.m4a,Series,Not Available,الأفنان الندية,20,الربا -,الخامس والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,10:30,Fiqh,Manual-style (4),"Day mismatch: Saturday (expected: Sunday, Monday)"
AUD-20251213-WA0006.m4a,Series,Not Available,الأفنان الندية,21,الربا -,الثامن والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,16:12,Fiqh,Manual-style (4),"Day mismatch: Saturday (expected: Sunday, Monday)"
AUD-20251213-WA0004.m4a,Series,Not Available,الأفنان الندية,22,الهبة والعمرى والركبة -,التاسع والعشرون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,13.12.2025,Saturday,41:02,Fiqh,Manual-style (4),"Day mismatch: Saturday (expected: Sunday, Monday)"
AUD-20251217-WA0005.m4a,Series,Not Available,الأفنان الندية,23,الأرض الموات -,الثلاثون عن,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,18.12.2025,Thursday,11:39,Fiqh,Manual-style (4),"Day mismatch: Thursday (expected: Sunday, Monday)"
AUD-20251217-WA0004.m4a,Series,Not Available,الأفنان الندية,24,الأرض الموات -,الواحد والثلاثون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,18.12.2025,Thursday,19:41,Fiqh,Manual-style (4),"Day mismatch: Thursday (expected: Sunday, Monday)"
AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,الأفنان الندية,25,البيوع باب الوقف -,الواحد والثلاثون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,19:41,Fiqh,Manual-style (4),none
AUDIO-2025-12-22-14-05-30.m4a,Series,Not Available,الأفنان الندية,26,الفرائض,الاول في,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,21:26,Fiqh,Manual-style (4),none
AUDIO-2025-12-22-21-23-10.m4a,Series,Not Available,الأفنان الندية,27,الفرائض باب الوصية,الثاني في,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,20:31,Fiqh,Manual-style (4),none
AUDIO-2025-12-29-22-32-50.m4a,Series,Not Available,الأفنان الندية,28,الفرائض باب أنواع الإرث,الثالث في,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,30.12.2025,Tuesday,46:48,Fiqh,Manual-style (4),"Day mismatch: Tuesday (expected: Sunday, Monday)"
