SeriesName,Location,DaysTaught,ClassesPerWeek,Category,OriginalAuthor,LessonSeq,RecordingDate,DayOfWeek,Serial,SubTopic,TelegramFileName,Type,Topic,DateInArabic,ClipLength,doubtsStatus
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,31,2025-11-27,Thursday,السادس,Not Available,Mp3 Editor_251127124529.mp3,Series,Not Available,١١ / ٥ / ١٤٤٧,42:40,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,32,2025-11-27,Thursday,السابع,Not Available,Mp3 Editor_251127133948.mp3,Series,Not Available,١٢ / ٥ / ١٤٤٧,43:57,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,33,2025-11-30,Sunday,الثامن,Not Available,Mp3 Editor_251129224717.mp3,Series,Not Available,١٨ / ٥ / ١٤٤٧,55:43,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,34,2025-12-02,Tuesday,التاسع ونهاية الجزء الأول,Not Available,Mp3 Editor_251202153513.mp3,Series,Not Available,٢٥ / ٥ / ١٤٤٧,55:49,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,35,2025-12-08,Monday,الثاني من كتاب الصلاة,كتاب الصلاة بجامع الورود,Mp3 Editor_251208205847.mp3,Series,Not Available,٩ / ٦ / ١٤٤٧,42:51,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,36,2025-12-08,Monday,الثالث من كتاب الصلاة,كتاب الصلاة بجامع الورود,Mp3 Editor_251208210432.mp3,Series,Not Available,١٠ / ٦ / ١٤٤٧,33:27,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,37,2025-12-13,Saturday,الأول من اول كتاب الصلاة,كتاب الصلاة بجامع الورود,AUD-20251213-WA0001.m4a,Series,Not Available,٢٦ / ٥ / ١٤٤٧,45:03,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,38,2025-12-18,Thursday,الرابع من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUD-20251208-WA0007.m4a,Series,Not Available,١٧ / ٦ / ١٤٤٧,44:32,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,39,2025-12-18,Thursday,الخامس من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUD-20251218-WA0000.m4a,Series,Not Available,٢٣ / ٦ / ١٤٤٧,52:52,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,40,2025-12-22,Monday,السابع من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,١ /٧ /١٤٤٧,42:29,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,41,2025-12-22,Monday,السادس من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2025-12-22-17-23-19.m4a,Series,Not Available,٢٤ /٦ /١٤٤٧,50:34,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,42,2025-12-22,Monday,الثامن من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2025-12-22-17-31-28.m4a,Series,Not Available,٢ /٧ /١٤٤٧,29:39,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,43,2025-12-28,Sunday,التاسع من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2025-12-28-19-49-38.m4a,Series,Not Available,٨ /٧ /١٤٤٧,54:29,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,44,2025-12-30,Tuesday,العاشر من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2025-12-29-20-23-21.m4a,Series,Not Available,٩ /٧ /١٤٤٧,53:49,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,45,2026-01-17,Saturday,Not Available,باب ونحوها ، وقد قال الله تعالى : ( وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا ) ( الجن : ١٨ ) وقال تعالى : ” وَإِذْ بَوَّأْنَا لِإِبْرَاهِيمَ مَكَانَ الْبَيْتِ أَن لَّا تُشْرِكْ بِي شَيْئًا وَطَهِّرْ بَيْتِيَ لِلطَّائِفِينَ وَالْقَائِمِينَ وَالرُّكَّعِ السُّجُودِ ” ( الحج : ٢٦ ) .,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,46,2026-01-19,Monday,الحادي عشر من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2026-01-18-20-40-12.m4a,Series,Not Available,٢٩ /٧ /١٤٤٧,32:54,none
تأسيس الأحكام شرح عمدة الأحكام,جامع الورود,"Friday, Monday, Saturday, Sunday, Thursday, Tuesday, Wednesday",7,Hadeeth,أحمد بن يحيى النجمي,47,2026-01-19,Monday,الثاني عشر من كتاب الصلاة,كتاب الصلاة بجامع الورود,AUDIO-2026-01-19-18-59-34.m4a,Series,Not Available,٣٠ /٧ /١٤٤٧,29:30,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,1,2025-10-08,Wednesday,الأول,كتاب التوحيد,4_5996911497937164203.mp3,Series,Not Available,١٥ / ٣ / ١٤٤٧,14:48,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,2,2025-10-09,Thursday,الثاني,كتاب التوحيد,4_5996911497937164379.mp3,Series,Not Available,١٧ / ٣ / ١٤٤٧,11:47,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,3,2025-10-09,Thursday,الثالث,كتاب التوحيد,Mp3 Editor_251009191509.mp3,Series,Not Available,٢٢ / ٣ / ١٤٤٧,12:41,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,4,2025-10-10,Friday,الرابع,كتاب التوحيد,Mp3 Editor_251010203747.mp3,Series,Not Available,٢٤ / ٣ / ١٤٤٧,14:43,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,5,2025-10-14,Tuesday,الخامس,كتاب التوحيد,Mp3 Editor_251013233321.mp3,Series,Not Available,٢٩ / ٣ / ١٤٤٧,10:35,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,6,2025-10-15,Wednesday,السادس,كتاب التوحيد,Mp3 Editor_251015104410.mp3,Series,Not Available,٦ / ٤ / ١٤٤٧,12:05,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,7,2025-10-15,Wednesday,السابع,كتاب التوحيد,Mp3 Editor_251015105458.mp3,Series,Not Available,٧ / ٤ / ١٤٤٧,14:05,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,8,2025-10-16,Thursday,الثامن,كتاب التوحيد,Mp3 Editor_251015223832.mp3,Series,Not Available,١٣ / ٤ / ١٤٤٧,06:59,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,9,2025-10-17,Friday,التاسع,كتاب التوحيد,Mp3 Editor_251017120729.mp3,Series,Not Available,١٥ / ٤ / ١٤٤٧,06:47,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,10,2025-10-17,Friday,العاشر,كتاب التوحيد,Mp3 Editor_251017153618.mp3,Series,Not Available,٢٠ / ٤ / ١٤٤٧,09:22,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,11,2025-10-17,Friday,الحادي عشر,كتاب التوحيد,Mp3 Editor_251017170123.mp3,Series,Not Available,٢٢ / ٤ / ١٤٤٧,07:50,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,12,2025-10-22,Wednesday,الثاني عشر,كتاب التوحيد,Mp3 Editor_251022061746.mp3,Series,Not Available,٢٧ / ٤ / ١٤٤٧,18:26,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,13,2025-10-26,Sunday,الثالث عشر,كتاب التوحيد,Mp3 Editor_251026022439.mp3,Series,Not Available,Not Available,09:45,Arabic date not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,14,2025-10-29,Wednesday,الرابع عشر,كتاب التوحيد,AUD-20251029-WA0002.m4a,Series,Not Available,٤ / ٥ / ١٤٤٧,16:22,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,15,2025-10-29,Wednesday,الخامس عشر,كتاب التوحيد,Ringtone_AUD-20251029-WA0006.mp3,Series,Not Available,٦ / ٥ / ١٤٤٧,07:22,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,16,2025-11-27,Thursday,السادس عشر,كتاب التوحيد,Mp3 Editor_251127124005.mp3,Series,Not Available,١١ / ٥ / ١٤٤٧,09:15,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,17,2025-11-30,Sunday,السابع عشر,كتاب التوحيد,Mp3 Editor_251129225126.mp3,Series,Not Available,١٨ / ٥ / ١٤٤٧,10:17,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,18,2025-12-02,Tuesday,الثامن عشر,كتاب التوحيد,Mp3 Editor_251201223831.mp3,Series,Not Available,٢٠ / ٥ / ١٤٤٧,10:46,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,19,2025-12-02,Tuesday,التاسع عشر,كتاب التوحيد,Mp3 Editor_251202160312.mp3,Series,Not Available,٢٥ / ٥ / ١٤٤٧,06:58,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,20,2025-12-08,Monday,العشرون,كتاب التوحيد,AUD-20251208-WA0006.m4a,Series,Not Available,٢٥ / ٥ / ١٤٤٧,08:14,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,21,2025-12-09,Tuesday,الواحد والعشرون,كتاب التوحيد,AUD-20251208-WA0009.m4a,Series,Not Available,١١ / ٦ / ١٤٤٧,11:28,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,22,2025-12-09,Tuesday,الثاني والعشرون,كتاب التوحيد,AUD-20251208-WA0010.m4a,Series,Not Available,Not Available,13:54,Arabic date not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,23,2025-12-12,Friday,الخامس والعشرون,كتاب التوحيد,AUD-20251212-WA0000.m4a,Series,Not Available,Not Available,17:02,Arabic date not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,24,2025-12-18,Thursday,السادس والعشرون,كتاب التوحيد,AUD-20251217-WA0001.m4a,Series,Not Available,Not Available,14:17,Arabic date not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,25,2025-12-22,Monday,الثامن والعشرون,كتاب التوحيد,AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,١ /٧ / ١٤٤٧,12:04,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,26,2025-12-22,Monday,السابع والعشرون,كتاب التوحيد,AUDIO-2025-12-22-17-22-12.m4a,Series,Not Available,٦/٢٥/ ١٤٤٧,19:35,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,27,2025-12-24,Wednesday,التاسع والعشرون,كتاب التوحيد,AUDIO-2025-12-24-17-02-49.m4a,Series,Not Available,٣ / ٧ /١٤٤٧,08:16,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,28,2025-12-28,Sunday,Not Available,كتاب التعليقات البهية على الرسائل العقدية) بجامع الورود,AUDIO-2025-12-27-19-33-23.m4a,Series,Not Available,٧ /٧/ ١٤٤٧,1:04,Serial number not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,29,2025-12-28,Sunday,الثلاثون,كتاب التوحيد,AUDIO-2025-12-28-19-47-31.m4a,Series,Not Available,٨ /٧/ ١٤٤٧,09:14,none
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,30,2025-12-31,Wednesday,Not Available,كتاب التوحيد,AUDIO-2025-12-30-18-50-52.m4a,Series,Not Available,١٠ /٧/ ١٤٤٧,11:27,Serial number not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,31,2026-01-11,Sunday,Not Available,كتاب والسنة ؛ ومن ذلكم ما يلي:,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,32,2026-01-11,Sunday,Not Available,كتاب الله ، وسنة نبيه صلى الله عليه وسلم ؛ وما كان عليه سلفنا الصالحين ؛ أوردت بعضها دلالةً على غيرها ؛ وأسأل الله أن يعظّم الإيمان في قلوبنا ، ومنهج أهل السنة والجماعة في أفعالنا ، اللهم اجعلنا من الدعاة إليك بعلمٍ واخلاصٍ وحكمة ؛ ولا تزغ قلوبنا عن الحق بعد إذ هديتنا إليه ؛ اللهم اجعل خير أعمالنا أواخرها ، وخير أعمارنا خواتمها ؛ وخير أيامنا يوم نلقاك ، وقد رضيت عنا وأرضيتنا .اللهم آمين .,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,33,2026-01-11,Sunday,Not Available,كتاب الله، وسنة رسول الله صلى الله عليه وسلم على فهم السلف الصالح، وأن يأخذ بأقوال العلماء السلفيين الراسخين في العلم والحكمة في جميع مسائل الدين أصوله وفروعه، واجبه ومستحبه، حلاله وحرامه، محكمه ومتشابهه؛ ليسلم من مضلات الفتن، الظاهرة منها والباطنة، مع الإكثار من دعاء الله أن يريه الحق حقا؛ ويرزقه اتباعه، وأن يريه الباطل باطلاً؛ ويرزقه اجتنابه، وألا يجعله ملتبساً عليه فيضل؛ هذا والله أعلم، وصلى الله وسلم على نبينا محمد بن عبد الله وآله، وصحبه، وسلم عليهم تسليماً مزيداً»اهـ,Not Available,Series,Not Available,٢٢ / ٧ / ١٤٤٧,Not Available,Type unclear - defaulted to Series; Serial number not found
الملخص شرح كتاب التوحيد,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Aqeedah,صالح الفوزان,34,2026-01-19,Monday,الثاني والثلاثون,كتاب التوحيد,AUDIO-2026-01-18-20-41-26.m4a,Series,Not Available,٢٩ /٧/ ١٤٤٧,13:35,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,1,2025-10-09,Thursday,الأول,Not Available,4_5999163297750849130.mp3,Series,Not Available,١٦ / ٣ / ١٤٤٧,11:05,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,2,2025-10-10,Friday,الثاني,Not Available,Mp3 Editor_251010051137.mp3,Series,Not Available,١٨ / ٣ / ١٤٤٧,10:03,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,3,2025-10-10,Friday,الثالث,Not Available,4_5999204516551989829.mp3,Series,Not Available,٢٣ / ٣ / ١٤٤٧,12:42,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,4,2025-10-10,Friday,الرابع,Not Available,Mp3 Editor_251010204311.mp3,Series,Not Available,٢٥ / ٣ / ١٤٤٧,11:58,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,5,2025-10-14,Tuesday,الخامس,Not Available,Mp3 Editor_251013233847.mp3,Series,Not Available,٣٠ / ٣ / ١٤٤٧,15:41,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,6,2025-10-15,Wednesday,السادس,Not Available,Mp3 Editor_251015105923.mp3,Series,Not Available,٧ / ٤ / ١٤٤٧,08:34,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,7,2025-10-16,Thursday,السابع,Not Available,Mp3 Editor_251015222016.mp3,Series,Not Available,٩ / ٤ / ١٤٤٧,13:12,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,8,2025-10-16,Thursday,الثامن,Not Available,Mp3 Editor_251015225547.mp3,Series,Not Available,١٤ / ٤ / ١٤٤٧,09:58,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,9,2025-10-17,Friday,التاسع,Not Available,Mp3 Editor_251017121802.mp3,Series,Not Available,١٦ / ٤ / ١٤٤٧,08:25,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,10,2025-10-17,Friday,العاشر,Not Available,Mp3 Editor_251017153959.mp3,Series,Not Available,٢١ / ٤ / ١٤٤٧,05:16,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,11,2025-10-17,Friday,الحادي عشر,Not Available,Mp3 Editor_251017170646.mp3,Series,Not Available,٢٣ / ٤ / ١٤٤٧,08:37,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,12,2025-10-26,Sunday,الثاني عشر,Not Available,Mp3 Editor_251026021742.mp3,Series,Not Available,٢٨ / ٤ / ١٤٤٧,11:02,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,13,2025-10-26,Sunday,الثالث عشر,Not Available,Mp3 Editor_251026023758.mp3,Series,Not Available,٣٠ / ٤ / ١٤٤٧,10:56,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,14,2025-10-29,Wednesday,الرابع عشر,Not Available,AUD-20251029-WA0004.m4a,Series,Not Available,٥ / ٥ / ١٤٤٧,05:56,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,15,2025-10-29,Wednesday,Not Available,Not Available,Not Available,Series,Not Available,Not Available,Not Available,Type unclear - defaulted to Series; Serial number not found; Arabic date not found
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,16,2025-11-04,Tuesday,الخامس عشر,Not Available,AUD-20251104-WA0000.m4a,Series,Not Available,٧ / ٥ / ١٤٤٧,15:18,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,17,2025-11-27,Thursday,السادس عشر,Not Available,Mp3 Editor_251127133423.mp3,Series,Not Available,١٢ / ٥ / ١٤٤٧,12:43,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,18,2025-12-02,Tuesday,الثامن عشر,Not Available,Mp3 Editor_251201224432.mp3,Series,Not Available,٢١ / ٥ / ١٤٤٧,11:25,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,19,2025-12-08,Monday,العشرون,Not Available,Mp3 Editor_251208211500 (1).mp3,Series,Not Available,٢٨ / ٥ / ١٤٤٧,12:09,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,20,2025-12-09,Tuesday,الواحد والعشرون,Not Available,Mp3 Editor_251208225109.mp3,Series,Not Available,١٠ / ٦ / ١٤٤٧,12:00,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,21,2025-12-09,Tuesday,الثاني والعشرون,Not Available,Mp3 Editor_251208230041.mp3,Series,Not Available,١١ / ٦ / ١٤٤٧,22:07,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,22,2025-12-11,Thursday,السابع عشر,Not Available,AUD-20251211-WA0003.m4a,Series,Not Available,١٤ / ٥ / ١٤٤٧,12:52,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,23,2025-12-11,Thursday,التاسع عشر,Not Available,AUD-20251211-WA0007.m4a,Series,Not Available,٢٦ / ٥ / ١٤٤٧,13:20,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,24,2025-12-11,Thursday,الثالث والعشرون,كتاب الصلاة ( ١ ),Ringtone_AUD-20251211-WA0008.mp3,Series,Not Available,١٧ / ٦ / ١٤٤٧,09:07,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,25,2025-12-18,Thursday,الرابع والعشرون,كتاب الصلاة ( ٢ ),AUD-20251217-WA0002.m4a,Series,Not Available,١٩ / ٦ / ١٤٤٧,16:01,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,26,2025-12-18,Thursday,الخامس والعشرون,كتاب الصلاة ( ٣ ),AUD-20251217-WA0003.m4a,Series,Not Available,٢٤ / ٦ / ١٤٤٧,16:37,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,27,2025-12-22,Monday,السادس والعشرون,كتاب الصلاة ( ٤ ),AUDIO-2025-12-22-17-25-03.m4a,Series,Not Available,٢ / ٧/ ١٤٤٧,10:17,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,28,2025-12-24,Wednesday,السادس والعشرون,كتاب الصلاة (٥ ),AUDIO-2025-12-24-17-02-41.m4a,Series,Not Available,٤ / ٧/ ١٤٤٧,19:29,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,29,2025-12-30,Tuesday,السابع والعشرون,كتاب الصلاة (٦ ),AUDIO-2025-12-29-20-19-23.m4a,Series,Not Available,٩ / ٧/ ١٤٤٧,10:29,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,30,2026-01-01,Thursday,الثامن والعشرون,كتاب الصلاة (٧ ),AUDIO-2025-12-31-17-11-22.m4a,Series,Not Available,١١/ ٧/ ١٤٤٧,19:26,none
الملخص الفقهي,جامع الورود,"Friday, Monday, Sunday, Thursday, Tuesday, Wednesday",6,Fiqh,صالح الفوزان,31,2026-01-19,Monday,التاسع والعشرون,كتاب الصلاة (٨ ),AUDIO-2026-01-19-18-59-14.m4a,Series,Not Available,٣٠/ ٧/ ١٤٤٧,17:21,none
