TelegramFileName,Type,Topic,SeriesName,SubTopic,Serial,OriginalAuthor,Location/Online,Sheikh,DateInArabic,DateInGreg,DayOfWeek,ClipLength,Category,MatchedBy,doubtsStatus
AUDIO-2025-12-22-14-05-28.m4a,Unknown,Not Available,Not Available,Not Available,الثامن بجامع,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,33:42,Other,Not Matched,"Could not match to schedule (Day: Monday, Location: جامع الورود)"
AUDIO-2025-12-22-14-05-28.m4a,Unknown,Not Available,Not Available,Not Available,السادس بجامع,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,35:22,Other,Not Matched,"Could not match to schedule (Day: Monday, Location: جامع الورود)"
AUDIO-2025-12-22-14-05-29.m4a,Unknown,Not Available,Not Available,Not Available,الثاني عشر,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,48:06,Other,Not Matched,"Could not match to schedule (Day: Monday, Location: جامع الورود)"
AUDIO-2025-12-22-14-05-29.m4a,Unknown,Not Available,Not Available,التوحيد,الثامن والعشرون,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,12:04,Other,Not Matched,"Could not match to schedule (Day: Monday, Location: جامع الورود)"
AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,الصلاة بجامع الورود,السابع من,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,42:29,Hadeeth,Schedule (Monday),none
AUDIO-2025-12-22-14-05-29.m4a,Series,Not Available,الأفنان الندية,البيوع باب الوقف -,الواحد والثلاثون,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,19:41,Fiqh,Schedule (Monday),none
AUDIO-2025-12-22-14-05-30.m4a,Series,Not Available,الأفنان الندية,الفرائض,الاول في,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,21:26,Fiqh,Schedule (Monday),none
AUDIO-2025-12-22-17-22-12.m4a,Unknown,Not Available,Not Available,التوحيد,السابع والعشرون,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,19:35,Other,Not Matched,"Could not match to schedule (Day: Monday, Location: جامع الورود)"
AUDIO-2025-12-22-17-23-19.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,الصلاة بجامع الورود,السادس من,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,50:34,Hadeeth,Schedule (Monday),none
AUDIO-2025-12-22-17-25-03.m4a,Series,Not Available,الملخص الفقهي,الصلاة ( ٤ ),السادس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,10:17,Fiqh,Schedule (Monday),none
AUDIO-2025-12-22-17-31-28.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,الصلاة بجامع الورود,الثامن من,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,29:39,Hadeeth,Schedule (Monday),none
AUDIO-2025-12-22-21-23-10.m4a,Series,Not Available,الأفنان الندية,الفرائض باب الوصية,الثاني في,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,22.12.2025,Monday,20:31,Fiqh,Schedule (Monday),none
AUDIO-2025-12-24-17-02-41.m4a,Series,Not Available,الملخص الفقهي,الصلاة (٥ ),السادس والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Wednesday,19:29,Fiqh,Schedule (Wednesday),none
AUDIO-2025-12-24-17-02-49.m4a,Unknown,Not Available,Not Available,التوحيد,التاسع والعشرون,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Wednesday,08:16,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Wednesday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,24.12.2025,Wednesday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,25.12.2025,Thursday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Thursday, Location: جامع الورود)"
AUDIO-2025-12-25-21-15-03.m4a,Unknown,Not Available,Not Available,اللعان,الثاني عن,Not Available,Online,حسن بن محمد منصور الدغريري,Not Available,26.12.2025,Friday,21:52,Other,Not Matched,"Could not match to schedule (Day: Friday, Location: Online)"
AUDIO-2025-12-26-14-10-13.m4a,Khutba,بدع شهر رجب,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٦ / ٧ / ١٤٤٧,26.12.2025,Friday,09:40,Other,Khutba Detection,none
AUDIO-2025-12-27-10-21-24.m4a,Unknown,Not Available,Not Available,Not Available,الثاني بجامع,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,43:18,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-27-10-21-24.m4a,Unknown,Not Available,Not Available,Not Available,الثاني بجامع,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,37:48,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-27-10-25-24.m4a,Unknown,Not Available,Not Available,سبل السلام من الفوائد والأحكام,الثاني من,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,1:11,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-27-19-31-11.m4a,Unknown,Not Available,Not Available,Not Available,الخامس عشر,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,06:31,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-27-19-33-23.m4a,Unknown,Not Available,Not Available,التعليقات البهية على الرسائل العقدية) بجامع الورود,التاسع (آخر,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,1:04,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-27-19-36-27.m4a,Unknown,Not Available,Not Available,Not Available,السابع بجامع,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,26:55,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-28-07-37-23.m4a,Unknown,Not Available,Not Available,Not Available,الثالث عشر,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,45:08,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,الافنان,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2025-12-28-19-47-31.m4a,Series,Not Available,الملخص شرح كتاب التوحيد,التوحيد,الثلاثون بجامع,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,09:14,Aqeedah,Schedule (Sunday),none
AUDIO-2025-12-28-19-49-38.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,الصلاة بجامع الورود,التاسع من,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,28.12.2025,Sunday,54:29,Hadeeth,Schedule (Sunday),none
AUDIO-2025-12-29-20-19-23.m4a,Unknown,Not Available,Not Available,الصلاة (٦ ),السابع والعشرون,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,30.12.2025,Tuesday,10:29,Other,Not Matched,"Could not match to schedule (Day: Tuesday, Location: جامع الورود)"
AUDIO-2025-12-29-20-23-21.m4a,Unknown,Not Available,Not Available,الصلاة بجامع الورود,العاشر من,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,30.12.2025,Tuesday,53:49,Other,Not Matched,"Could not match to schedule (Day: Tuesday, Location: جامع الورود)"
AUDIO-2025-12-29-22-32-50.m4a,Unknown,Not Available,Not Available,الفرائض باب أنواع الإرث,الثالث في,Not Available,Online,حسن بن محمد منصور الدغريري,Not Available,30.12.2025,Tuesday,46:48,Other,Not Matched,"Could not match to schedule (Day: Tuesday, Location: Online)"
AUDIO-2025-12-30-18-50-52.m4a,Unknown,Not Available,Not Available,التوحيد,واحد و,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,31.12.2025,Wednesday,11:27,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: جامع الورود)"
AUDIO-2025-12-30-21-23-04.m4a,Unknown,Not Available,Not Available,Not Available,السادس عشر,Not Available,Online,حسن بن محمد منصور الدغريري,Not Available,31.12.2025,Wednesday,18:49,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: Online)"
AUDIO-2025-12-31-17-11-22.m4a,Unknown,Not Available,Not Available,الصلاة (٧ ),الثامن والعشرون,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,01.01.2026,Thursday,19:26,Other,Not Matched,"Could not match to schedule (Day: Thursday, Location: جامع الورود)"
AUDIO-2025-12-31-23-27-32.m4a,Unknown,Not Available,Not Available,اللعان,الثالث عن,Not Available,Online,حسن بن محمد منصور الدغريري,Not Available,01.01.2026,Thursday,21:03,Other,Not Matched,"Could not match to schedule (Day: Thursday, Location: Online)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Friday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Friday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Friday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Friday, Location: جامع الورود)"
AUD-20260102-WA0003.mp3,Khutba,وقفات مع السيرة النبوية (٨),Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,١٢ / ٧ / ١٤٤٧,02.01.2026,Friday,12:27,Other,Khutba Detection,none
AUD-20260102-WA0002.m4a,Series,Not Available,صحيح البخاري,العلم والإيمان (من حديث ١ - ٣٠),الأول كتاب,محمد بن إسماعيل البخاري,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,02.01.2026,Friday,1:07,Hadeeth,Schedule (Friday),none
AUD-20260103-WA0003.opus,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,34:23,Other,Not Matched,"Could not match to schedule (Day: Saturday, Location: جامع الورود)"
AUDIO-2026-01-03-09-52-35.m4a,Series,Not Available,مختصر السيرة النبوية,Not Available,الثاني بجامع,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,36:08,Seerah,Schedule (Saturday),none
AUDIO-2026-01-03-09-53-46.m4a,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,Not Available,الثالث بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,44:09,Hadeeth,Schedule (Saturday),none
Subulussalam.m4a,Series,Not Available,تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,سبل السلام من الفوائد والأحكام,الثالث من,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,03.01.2026,Saturday,46:17,Fiqh,Schedule (Saturday),none
AUDIO-2026-01-07-19-05-05.m4a,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,١٨ / ٧ / ١٤٤٧,08.01.2026,Thursday,48:20,Other,Not Matched,"Could not match to schedule (Day: Thursday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,والسنة ؛ ومن ذلكم ما يلي:,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.01.2026,Sunday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,الله ، وسنة نبيه صلى الله عليه وسلم ؛ وما كان عليه سلفنا الصالحين ؛ أوردت بعضها دلالةً على غيرها ؛ و,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,11.01.2026,Sunday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,الله، وسنة رسول الله صلى الله عليه وسلم على فهم السلف الصالح، وأن يأخذ بأقوال العلماء السلفيين الراس,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٢٢ / ٧ / ١٤٤٧,11.01.2026,Sunday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,13.01.2026,Tuesday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Tuesday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,14.01.2026,Wednesday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,14.01.2026,Wednesday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Wednesday, Location: جامع الورود)"
كلمة_لابن_عقيل_عن_النجمي_رحمه_الله.mp3,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,15.01.2026,Thursday,01:32,Other,Not Matched,"Could not match to schedule (Day: Thursday, Location: جامع الورود)"
AUDIO-2026-01-16-14-51-11.m4a,Khutba,وقفات مع السيرة النبوية (٩),Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,٢٧ / ٧ / ١٤٤٧,16.01.2026,Friday,12:27,Other,Khutba Detection,none
Not Available,Unknown,Not Available,Not Available,ونحوها ، وقد قال الله تعالى : ( وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا ) (,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Saturday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Saturday, Location: جامع الورود)"
AUDIO-2026-01-17-14-52-58.m4a,Series,Not Available,تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام,سبل السلام من الفوائد والأحكام,الرابع من,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,43:41,Fiqh,Schedule (Saturday),none
AUDIO-2026-01-17-14-54-56.m4a,Series,Not Available,مختصر السيرة النبوية,Not Available,الثالث بجامع,محمد بن عبدالوهاب,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,27:14,Seerah,Schedule (Saturday),none
AUDIO-2026-01-17-14-56-45.m4a,Series,Not Available,التحفة النجمية بشرح الأربعين النووية,Not Available,الرابع بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,37:06,Hadeeth,Schedule (Saturday),none
AUDIO-2026-01-17-19-28-05.m4a,Series,Not Available,إرشاد الساري شرح السنة للبربهاري,Not Available,الرابع عشر,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,45:08,Aqeedah,Schedule (Saturday),none
AUDIO-2026-01-17-21-35-58.m4a,Series,Not Available,المورد العذب الزلال,Not Available,الثامن بجامع,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,20:37,Aqeedah,Schedule (Saturday),none
AUDIO-2026-01-17-21-42-37.m4a,Lecture,Not Available,غنية السائل بما في لامية شيخ الإسلام من مسائل,Not Available,Not Available,أحمد النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,17.01.2026,Saturday,51:16,Aqeedah,Schedule (Saturday),none
ÇáÔíÎ ÍÓä Èä ãÍãÏ ãäÕæÑ ÏÛÑíÑí – ÝÖá ÇáÚáã æãäÒáÉ Ãåáå,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Sunday,32:54,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,الافنان,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Sunday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
Not Available,Unknown,Not Available,Not Available,Not Available,Not Available,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,18.01.2026,Sunday,Not Available,Other,Not Matched,"Could not match to schedule (Day: Sunday, Location: جامع الورود)"
AUDIO-2026-01-18-20-40-12.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,الصلاة بجامع الورود,الحادي عشر,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,32:54,Hadeeth,Schedule (Monday),none
AUDIO-2026-01-18-20-41-26.m4a,Unknown,Not Available,Not Available,التوحيد,الثاني والثلاثون,Not Available,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,13:35,Other,Not Matched,"Could not match to schedule (Day: Monday, Location: جامع الورود)"
AUDIO-2026-01-18-21-18-16.m4a,Series,Not Available,الأفنان الندية,الفرائض باب من يرث بالنسب,الرابع في,زيد بن هادي المدخلي,Online,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,17:21,Fiqh,Schedule (Monday),none
AUDIO-2026-01-19-18-59-34.m4a,Series,Not Available,تأسيس الأحكام شرح عمدة الأحكام,الصلاة بجامع الورود,الثاني عشر,أحمد بن يحيى النجمي,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,29:30,Hadeeth,Schedule (Monday),none
AUDIO-2026-01-19-18-59-14.m4a,Series,Not Available,الملخص الفقهي,الصلاة (٨ ),التاسع والعشرون,صالح الفوزان,جامع الورود,حسن بن محمد منصور الدغريري,Not Available,19.01.2026,Monday,17:21,Fiqh,Schedule (Monday),none
